location,date,total_cases,new_cases_smoothed,total_cases_per_million,new_cases_smoothed_per_million,reproduction_rate,positive_rate,tests_per_case,new_deaths_smoothed
Serbia,23/10/2021,1092476,6959.714,158985.451,1012.831,1.02,0.308,3.2,56.571
Serbia,24/10/2021,1098209,7053.429,159819.761,1026.469,1.01,0.308,3.2,57.714
Serbia,25/10/2021,1104117,6974.429,160679.538,1014.972,1,0.307,3.3,59.143
Serbia,26/10/2021,1111957,6999.571,161820.475,1018.631,0.98,0.306,3.3,60
Serbia,27/10/2021,1118905,6885.714,162831.601,1002.062,0.97,0.302,3.3,60.857
Serbia,28/10/2021,1125602,6795.714,163806.2,988.964,0.96,0.301,3.3,61.429
Serbia,29/10/2021,1131819,6584.429,164710.945,958.216,0.95,0.296,3.4,62.571
Serbia,30/10/2021,1137820,6477.714,165584.256,942.686,0.95,0.294,3.4,63.143
Serbia,31/10/2021,1142749,6362.857,166301.562,925.972,0.94,0.291,3.4,63.714
Serbia,1/11/2021,1148645,6361.143,167159.593,925.722,0.94,0.291,3.4,63.857
Serbia,2/11/2021,1155756,6257,168194.44,910.566,0.92,0.289,3.5,63.429
Serbia,3/11/2021,1162482,6225.286,169173.259,905.951,0.91,0.289,3.5,63
Serbia,4/11/2021,1168608,6143.714,170064.761,894.08,0.9,0.287,3.5,63.143
Singapore,6/10/2021,113381,2762.571,20790.12,506.559,1.39,0.043,23,5.714
Singapore,7/10/2021,116864,2906.143,21428.781,532.885,1.36,0.046,21.6,5.857
Singapore,8/10/2021,120454,3003.429,22087.062,550.724,1.32,0.048,20.7,5.571
Singapore,9/10/2021,124157,3195.857,22766.063,586.009,1.26,0.052,19.3,6.571
Singapore,10/10/2021,126966,3303.286,23281.135,605.707,1.2,0.054,18.5,7
Singapore,11/10/2021,129229,3273,23696.091,600.154,1.14,0.054,18.4,7.286
Singapore,12/10/2021,132205,3200.143,24241.785,586.795,1.1,0.057,17.6,7.571
Singapore,13/10/2021,135395,3144.857,24826.72,576.657,1.09,0.06,16.7,8.429
Singapore,14/10/2021,138327,3066.143,25364.346,562.224,1.1,0.063,15.9,10.143
Singapore,15/10/2021,141772,3045.429,25996.039,558.425,1.11,0.068,14.7,10.429
Singapore,16/10/2021,145120,2994.714,26609.946,549.126,1.12,0.073,13.6,10.143
Singapore,17/10/2021,148178,3030.286,27170.676,555.649,1.12,0.082,12.2,10.143
Singapore,18/10/2021,150731,3071.714,27638.807,563.245,1.11,0.093,10.7,9.571
Singapore,19/10/2021,154725,3217.143,28371.168,589.912,1.11,0.102,9.8,9
Singapore,20/10/2021,158587,3313.143,29079.324,607.515,1.11,0.111,9,10.286
Singapore,21/10/2021,162026,3385.571,29709.916,620.796,1.1,0.119,8.4,10.429
Singapore,22/10/2021,165663,3413,30376.815,625.825,1.1,0.126,7.9,11.286
Singapore,23/10/2021,169261,3448.714,31036.563,632.374,1.1,0.135,7.4,10.857
Singapore,24/10/2021,172644,3495.143,31656.887,640.887,1.1,0.146,6.9,11.714
Singapore,25/10/2021,175818,3583.857,32238.888,657.154,1.08,0.159,6.3,12.857
Singapore,26/10/2021,179095,3481.429,32839.776,638.373,1.07,0.155,6.5,13.286
Singapore,27/10/2021,184419,3690.286,33816.011,676.67,1.08,0.164,6.1,12.143
Singapore,28/10/2021,187851,3689.286,34445.321,676.486,1.05,0.164,6.1,12
Singapore,29/10/2021,192099,3776.571,35224.256,692.491,1.03,0.168,6,12.286
Singapore,30/10/2021,195211,3707.143,35794.888,679.761,0.99,0.165,6.1,13.429
Singapore,31/10/2021,198374,3675.714,36374.872,673.998,0.97,0.163,6.1,13.143
Singapore,1/11/2021,200844,3575.143,36827.783,655.556,0.94,0.159,6.3,13.143
Singapore,2/11/2021,204340,3606.429,37468.828,661.293,0.92,0.166,6,13
Singapore,3/11/2021,207975,3365.143,38135.36,617.05,0.9,0.161,6.2,13.286
Singapore,4/11/2021,210978,3303.857,38686.006,605.812,0.88,0.165,6.1,13.571
Slovakia,6/10/2021,813926,1619.571,149050.877,296.585,1.34,0.048,20.8,11
Slovakia,7/10/2021,815858,1640.857,149404.676,300.483,1.34,0.05,20,9.714
Slovakia,8/10/2021,818022,1719.857,149800.961,314.95,1.33,0.052,19.2,10.143
Slovakia,9/10/2021,820303,1799.143,150218.671,329.47,1.33,0.053,18.9,11.429
Slovakia,10/10/2021,821714,1822,150477.061,333.655,1.32,0.053,18.9,9
Slovakia,11/10/2021,822475,1846.143,150616.42,338.076,1.32,0.054,18.5,8.429
Slovakia,12/10/2021,824687,1892.714,151021.494,346.605,1.33,0.056,17.9,8.857
Slovakia,13/10/2021,827648,1960.286,151563.73,358.979,1.33,0.058,17.2,10.714
Slovakia,14/10/2021,830031,2024.714,152000.119,370.777,1.33,0.059,16.9,12.286
Slovakia,15/10/2021,832457,2062.143,152444.382,377.632,1.33,0.061,16.4,13.714
Slovakia,16/10/2021,834975,2096,152905.493,383.832,1.34,0.063,15.9,12.429
Slovakia,17/10/2021,837146,2204.571,153303.059,403.714,1.36,0.064,15.6,16.429
Slovakia,18/10/2021,838331,2265.143,153520.063,414.806,1.37,0.066,15.2,17
Slovakia,19/10/2021,841322,2376.429,154067.792,435.185,1.38,0.07,14.3,16
Slovakia,20/10/2021,845619,2567.286,154854.684,470.136,1.38,0.075,13.3,14.286
Slovakia,21/10/2021,849611,2797.143,155585.722,512.229,1.39,0.081,12.3,13.143
Slovakia,22/10/2021,854024,3081,156393.857,564.211,1.39,0.087,11.5,10
Slovakia,23/10/2021,858435,3351.429,157201.625,613.733,1.39,0.092,10.9,11.286
Slovakia,24/10/2021,862348,3600.286,157918.196,659.305,1.38,0.095,10.5,8.143
Slovakia,25/10/2021,864213,3697.429,158259.726,677.095,1.38,0.098,10.2,9
Slovakia,26/10/2021,868738,3916.571,159088.37,717.225,1.38,0.102,9.8,10.143
Slovakia,27/10/2021,874816,4171,160201.409,763.818,1.37,0.108,9.3,12.143
Slovakia,28/10/2021,881087,4496.571,161349.791,823.438,1.37,0.111,9,13.429
Slovakia,29/10/2021,887197,4739,162468.69,867.833,1.36,0.118,8.5,16.286
Slovakia,30/10/2021,893866,5061.571,163689.956,926.904,1.36,0.121,8.3,17.571
Slovakia,31/10/2021,898926,5225.429,164616.573,956.911,1.35,0.125,8,18.714
Slovakia,1/11/2021,902044,5404.429,165187.559,989.69,1.34,0.137,7.3,18.286
Slovakia,2/11/2021,905284,5220.857,165780.887,956.074,1.33,0.138,7.2,20.143
Slovakia,3/11/2021,913536,5531.429,167292.041,1012.947,1.34,0.142,7,22.143
Slovakia,4/11/2021,922403,5902.286,168915.818,1080.861,1.34,0.149,6.7,24.143
Slovenia,6/10/2021,298274,848.714,143489.056,408.286,1,0.194,5.2,5.714
Slovenia,7/10/2021,299243,839.857,143955.207,404.026,1,0.194,5.2,5.571
Slovenia,8/10/2021,300084,821.286,144359.782,395.091,1.01,0.193,5.2,5.286
Slovenia,9/10/2021,300969,805.857,144785.525,387.669,1.03,0.194,5.2,5.429
Slovenia,10/10/2021,301458,800,145020.765,384.852,1.06,0.194,5.2,5.571
Slovenia,11/10/2021,301644,794.429,145110.243,382.171,1.08,0.196,5.1,5.143
Slovenia,12/10/2021,302654,798.857,145596.118,384.302,1.11,0.2,5,4.143
Slovenia,13/10/2021,303882,801.143,146186.866,385.401,1.13,0.204,4.9,3.714
Slovenia,14/10/2021,304963,817.143,146706.896,393.098,1.16,0.21,4.8,3.857
Slovenia,15/10/2021,306064,854.286,147236.549,410.967,1.2,0.221,4.5,4.143
Slovenia,16/10/2021,307503,933.429,147928.801,449.039,1.24,0.224,4.5,4
Slovenia,17/10/2021,308136,954,148233.314,458.936,1.27,0.227,4.4,3.571
Slovenia,18/10/2021,308501,979.571,148408.903,471.237,1.31,0.244,4.1,3.429
Slovenia,19/10/2021,310170,1073.714,149211.8,516.526,1.35,0.26,3.8,3.857
Slovenia,20/10/2021,312316,1204.857,150244.164,579.614,1.37,0.273,3.7,4.429
Slovenia,21/10/2021,314162,1314.143,151132.21,632.188,1.38,0.284,3.5,4.857
Slovenia,22/10/2021,316138,1439.143,152082.793,692.321,1.39,0.293,3.4,5.429
Slovenia,23/10/2021,318412,1558.429,153176.734,749.705,1.39,0.299,3.3,6.143
Slovenia,24/10/2021,319913,1682.429,153898.812,809.357,1.39,0.302,3.3,6.429
Slovenia,25/10/2021,320620,1731.286,154238.925,832.86,1.38,0.311,3.2,7.429
Slovenia,26/10/2021,322914,1820.571,155342.487,875.812,1.37,0.327,3.1,8.429
Slovenia,27/10/2021,326083,1966.714,156866.98,946.117,1.36,0.34,2.9,8.429
Slovenia,28/10/2021,328729,2081,158139.877,1001.095,1.34,0.354,2.8,8.857
Slovenia,29/10/2021,331206,2152.571,159331.474,1035.526,1.33,0.37,2.7,8.714
Slovenia,30/10/2021,334188,2253.714,160766.009,1084.182,1.32,0.378,2.6,8.714
Slovenia,31/10/2021,335850,2276.714,161565.538,1095.247,1.3,0.386,2.6,8.857
Slovenia,1/11/2021,337108,2355.429,162170.717,1133.113,1.29,0.39,2.6,9
Slovenia,2/11/2021,338246,2190.286,162718.169,1053.669,1.28,0.404,2.5,8.857
Slovenia,3/11/2021,341699,2230.857,164379.285,1073.186,1.3,0.422,2.4,10.143
Slovenia,4/11/2021,346220,2498.714,166554.178,1202.043,1.32,0.42,2.4,10
South Africa,6/10/2021,2908768,1411.429,48445.558,23.507,0.57,0.046,21.8,80.571
South Africa,7/10/2021,2909757,1012.143,48462.03,16.857,0.56,0.034,29.4,68.286
South Africa,8/10/2021,2910681,910.571,48477.419,15.166,0.57,0.031,31.9,75.857
South Africa,9/10/2021,2911497,840.571,48491.01,14,0.59,0.029,34,77
South Africa,10/10/2021,2912145,817.571,48501.802,13.617,0.61,0.029,34.7,76.714
South Africa,11/10/2021,2912346,785,48505.15,13.074,0.62,0.029,34.2,75.286
South Africa,12/10/2021,2912938,759.857,48515.009,12.655,0.64,0.028,35.2,72.429
South Africa,13/10/2021,2913880,730.286,48530.698,12.163,0.65,0.027,37.3,69.286
South Africa,14/10/2021,2914827,724.286,48546.471,12.063,0.65,0.026,37.9,57.429
South Africa,15/10/2021,2915560,697,48558.679,11.609,0.65,0.025,39.3,46.571
South Africa,16/10/2021,2916179,668.857,48568.988,11.14,0.65,0.025,40.8,42.143
South Africa,17/10/2021,2916593,635.429,48575.883,10.583,0.65,0.023,43.1,42.143
South Africa,18/10/2021,2916803,636.714,48579.381,10.604,0.65,0.022,45,39
South Africa,19/10/2021,2917255,616.714,48586.909,10.271,0.65,0.021,46.6,35
South Africa,20/10/2021,2917846,566.571,48596.752,9.436,0.65,0.02,49.5,41.143
South Africa,21/10/2021,2918366,505.571,48605.413,8.42,0.64,0.018,54.5,47
South Africa,22/10/2021,2918883,474.714,48614.023,7.906,0.65,0.017,57.8,47
South Africa,23/10/2021,2919332,450.429,48621.502,7.502,0.66,0.016,60.7,46.714
South Africa,24/10/2021,2919632,434.143,48626.498,7.231,0.68,0.016,62.6,44.714
South Africa,25/10/2021,2919778,425,48628.93,7.078,0.69,0.016,63.7,45
South Africa,26/10/2021,2920109,407.714,48634.442,6.79,0.71,0.015,66.7,44.714
South Africa,27/10/2021,2920581,390.714,48642.304,6.507,0.72,0.014,69.2,42.143
South Africa,28/10/2021,2921114,392.571,48651.181,6.538,0.73,0.015,68.5,38.429
South Africa,29/10/2021,2921589,386.571,48659.092,6.438,0.72,0.015,68.5,37.143
South Africa,30/10/2021,2921886,364.857,48664.038,6.077,0.7,0.014,71.6,35.571
South Africa,31/10/2021,2922116,354.857,48667.869,5.91,0.7,0.014,72.7,36
South Africa,1/11/2021,2922222,349.143,48669.635,5.815,0.7,0.014,73.5,35
South Africa,2/11/2021,2922391,326,48672.449,5.43,0.71,0.013,74.9,30
South Africa,3/11/2021,2922735,307.714,48678.179,5.125,0.73,0.013,76.7,24.429
South Africa,4/11/2021,2923054,277.143,48683.491,4.616,0.75,0.012,86.6,21
South Korea,6/10/2021,325804,2073.571,6350.313,40.416,0.92,0.068,14.7,9
South Korea,7/10/2021,327976,2029,6392.648,39.548,0.9,0.071,14.1,8.143
South Korea,8/10/2021,329925,1986.429,6430.637,38.718,0.86,0.063,15.8,8
South Korea,9/10/2021,331519,1916.286,6461.706,37.351,0.83,0.063,15.9,9.714
South Korea,10/10/2021,332816,1862.714,6486.986,36.307,0.84,0.061,16.5,10
South Korea,11/10/2021,334163,1830.143,6513.24,35.672,0.83,0.054,18.5,10
South Korea,12/10/2021,335742,1766.143,6544.017,34.424,0.81,0.021,46.6,9.857
South Korea,13/10/2021,337679,1696.429,6581.772,33.065,0.85,0.014,73.8,10.571
South Korea,14/10/2021,339361,1626.429,6614.556,31.701,0.84,0.009,105.5,10.286
South Korea,15/10/2021,340978,1579,6646.073,30.777,0.83,0.007,136,12
South Korea,16/10/2021,342396,1553.857,6673.712,30.287,0.83,0.007,138.8,12.143
South Korea,17/10/2021,343445,1518.429,6694.158,29.596,0.83,0.007,144.4,12.143
South Korea,18/10/2021,344518,1479.286,6715.072,28.833,0.84,0.007,148.6,13.571
South Korea,19/10/2021,346088,1478,6745.673,28.808,0.84,0.008,117.7,13.286
South Korea,20/10/2021,347529,1407.143,6773.76,27.427,0.84,0.011,92.1,13
South Korea,21/10/2021,348969,1372.571,6801.827,26.753,0.87,0.016,62.2,14.143
South Korea,22/10/2021,350476,1356.857,6831.201,26.447,0.92,0.033,30,14.429
South Korea,23/10/2021,351899,1357.571,6858.937,26.461,0.97,0.034,29.7,15.143
South Korea,24/10/2021,353089,1377.714,6882.131,26.853,1.02,0.034,29.1,15
South Korea,25/10/2021,354355,1405.286,6906.807,27.391,1.08,0.036,27.4,14.143
South Korea,26/10/2021,356305,1459.571,6944.815,28.449,1.15,0.036,27.7,14.143
South Korea,27/10/2021,358412,1554.714,6985.883,30.303,1.2,0.038,26.1,14.143
South Korea,28/10/2021,360536,1652.429,7027.282,32.208,1.22,0.04,24.7,13.143
South Korea,29/10/2021,362639,1737.571,7068.272,33.867,1.21,0.041,24.1,12.143
South Korea,30/10/2021,364700,1828.714,7108.443,35.644,1.2,0.041,24.1,11.857
South Korea,31/10/2021,366386,1899.571,7141.306,37.025,1.19,0.041,24.1,12.143
South Korea,1/11/2021,367974,1945.571,7172.258,37.922,1.19,0.041,24.1,12.286
South Korea,2/11/2021,370640,2047.857,7224.221,39.915,1.22,0.041,24.1,13.571
South Korea,3/11/2021,373120,2101.143,7272.559,40.954,1.18,0.041,24.1,15.429
South Korea,4/11/2021,375464,2132.571,7318.247,41.566,1.14,0.041,24.1,17
Spain,6/10/2021,4969503,1830.286,106310.42,39.155,0.87,0.02,50.6,40.143
Spain,7/10/2021,4971310,1745.571,106349.076,37.342,0.88,0.019,51.9,40.857
Spain,8/10/2021,4973619,1784.429,106398.471,38.174,0.89,0.02,49.4,45
Spain,9/10/2021,4973619,1784.429,106398.471,38.174,0.9,0.021,48,45
Spain,10/10/2021,4973619,1784.429,106398.471,38.174,0.91,0.021,46.6,45
Spain,11/10/2021,4977448,1721.286,106480.384,36.823,0.92,0.021,46.8,42.857
Spain,12/10/2021,4977448,1464,106480.384,31.319,0.93,0.019,53.3,29.429
Spain,13/10/2021,4980206,1529,106539.384,32.709,0.96,0.02,49.4,27.286
Spain,14/10/2021,4982138,1546.857,106580.715,33.091,0.99,0.021,47.2,30.857
Spain,15/10/2021,4984386,1538.143,106628.805,32.905,1.02,0.02,49,28
Spain,16/10/2021,4984386,1538.143,106628.805,32.905,1.04,0.02,50.5,28
Spain,17/10/2021,4984386,1538.143,106628.805,32.905,1.06,0.019,51.9,28
Spain,18/10/2021,4988878,1632.857,106724.901,34.931,1.09,0.02,50.3,29
Spain,19/10/2021,4990767,1902.714,106765.311,40.704,1.08,0.023,44.4,32
Spain,20/10/2021,4993295,1869.857,106819.392,40.001,1.08,0.022,46.3,30.429
Spain,21/10/2021,4995176,1862.571,106859.631,39.845,1.08,0.021,47.7,26.429
Spain,22/10/2021,4997732,1906.571,106914.31,40.786,1.09,0.022,46.3,22.571
Spain,23/10/2021,4997732,1906.571,106914.31,40.786,1.1,0.022,46,22.571
Spain,24/10/2021,4997732,1906.571,106914.31,40.786,1.11,0.022,45.7,22.571
Spain,25/10/2021,5002217,1905.571,107010.256,40.765,1.11,0.022,45.5,22.286
Spain,26/10/2021,5004143,1910.857,107051.458,40.878,1.1,0.022,45,26.714
Spain,27/10/2021,5006675,1911.429,107105.624,40.89,1.1,0.022,44.7,29.571
Spain,28/10/2021,5008887,1958.714,107152.945,41.902,1.1,0.023,43.4,31.429
Spain,29/10/2021,5011148,1916.571,107201.313,41,1.11,0.022,44.5,33.714
Spain,30/10/2021,5011148,1916.571,107201.313,41,1.13,0.022,44.7,33.714
Spain,31/10/2021,5011148,1916.571,107201.313,41,1.14,0.022,44.8,33.714
Spain,1/11/2021,5011148,1275.857,107201.313,27.294,1.17,0.015,67.6,26
Spain,2/11/2021,5016968,1832.143,107325.818,39.194,1.27,0.021,47.3,26.429
Spain,3/11/2021,5019255,1797.143,107374.743,38.445,1.27,0.021,48.4,24.714
Spain,4/11/2021,5022546,1951.286,107445.146,41.743,1.29,0.022,44.7,22.143
Sri Lanka,6/10/2021,522778,901.857,24318.303,41.952,0.74,0.128,7.8,48.286
Sri Lanka,7/10/2021,523550,881.857,24354.214,41.022,0.76,0.129,7.8,46.143
Sri Lanka,8/10/2021,524937,880.286,24418.734,40.949,0.78,0.131,7.6,43.286
Sri Lanka,9/10/2021,525663,861.857,24452.506,40.091,0.78,0.133,7.5,39.571
Sri Lanka,10/10/2021,526383,850.143,24485.998,39.546,0.78,0.133,7.5,38.857
Sri Lanka,11/10/2021,527064,835.143,24517.677,38.849,0.79,0.134,7.5,36
Sri Lanka,12/10/2021,527735,819,24548.89,38.098,0.8,0.13,7.7,33.571
Sri Lanka,13/10/2021,528415,805.286,24580.522,37.46,0.81,0.129,7.8,31.857
Sri Lanka,14/10/2021,529755,886.429,24642.855,41.234,0.83,0.139,7.2,28.571
Sri Lanka,15/10/2021,530421,783.429,24673.836,36.443,0.82,0.125,8,26
Sri Lanka,16/10/2021,531070,772.429,24704.026,35.931,0.82,0.12,8.3,25.143
Sri Lanka,17/10/2021,531648,752.143,24730.913,34.988,0.82,0.117,8.5,21.857
Sri Lanka,18/10/2021,532218,736.286,24757.428,34.25,0.83,0.113,8.8,21.857
Sri Lanka,19/10/2021,532766,718.714,24782.919,33.433,0.84,0.113,8.8,21.143
Sri Lanka,20/10/2021,533305,698.571,24807.992,32.496,0.85,0.109,9.2,19.286
Sri Lanka,21/10/2021,533860,586.429,24833.809,27.279,0.87,0.098,10.2,19
Sri Lanka,22/10/2021,534975,650.571,24885.676,30.263,0.9,0.112,8.9,17.857
Sri Lanka,23/10/2021,535529,637,24911.447,29.632,0.9,0.113,8.9,17.286
Sri Lanka,24/10/2021,536084,633.714,24937.264,29.479,0.9,0.114,8.8,18.143
Sri Lanka,25/10/2021,536645,632.429,24963.361,29.419,0.92,0.113,8.8,19
Sri Lanka,26/10/2021,537201,633.571,24989.224,29.472,0.93,0.113,8.9,18.429
Sri Lanka,27/10/2021,538320,716.429,25041.277,33.326,0.95,0.131,7.6,18.714
Sri Lanka,28/10/2021,538860,714.286,25066.397,33.227,0.94,0.128,7.8,19.143
Sri Lanka,29/10/2021,539416,634.429,25092.26,29.512,0.94,0.113,8.9,18.857
Sri Lanka,30/10/2021,539981,636,25118.543,29.585,0.95,0.112,8.9,18.857
Sri Lanka,31/10/2021,541073,712.714,25169.34,33.154,0.96,0.128,7.8,18.857
Sri Lanka,1/11/2021,541639,713.429,25195.669,33.187,0.95,0.127,7.9,17.143
Sri Lanka,2/11/2021,542212,715.857,25222.323,33.3,0.95,0.129,7.8,16.571
Sri Lanka,3/11/2021,542793,639,25249.35,29.725,0.95,0.114,8.7,16.714
Sri Lanka,4/11/2021,543385,646.429,25276.888,30.07,0.95,0.113,8.9,15.714
Sweden,6/10/2021,1156248,603,113802.156,59.349,1.03,0.03,33.6,4.714
Sweden,7/10/2021,1157083,599.571,113884.34,59.012,1.04,0.03,33.7,5.714
Sweden,8/10/2021,1157822,595.286,113957.075,58.59,1.05,0.03,33.8,5.286
Sweden,9/10/2021,1157822,595.286,113957.075,58.59,1.05,0.03,33.7,5.286
Sweden,10/10/2021,1157822,595.286,113957.075,58.59,1.06,0.03,33.6,5.286
Sweden,11/10/2021,1157822,595.286,113957.075,58.59,1.07,0.03,33.7,5.286
Sweden,12/10/2021,1159560,575.143,114128.135,56.608,1.07,0.029,35.1,6.286
Sweden,13/10/2021,1160465,602.429,114217.209,59.293,1.08,0.03,33.6,4.714
Sweden,14/10/2021,1161264,597.286,114295.849,58.787,1.09,0.029,34,3.143
Sweden,15/10/2021,1161933,587.286,114361.695,57.803,1.09,0.029,34.7,7.286
Sweden,16/10/2021,1161933,587.286,114361.695,57.803,1.1,0.029,34.9,7.286
Sweden,17/10/2021,1161933,587.286,114361.695,57.803,1.11,0.029,35,7.286
Sweden,18/10/2021,1161933,587.286,114361.695,57.803,1.12,0.029,34.4,7.286
Sweden,19/10/2021,1163595,576.429,114525.275,56.734,1.13,0.029,34.5,6.143
Sweden,20/10/2021,1164402,562.429,114604.703,55.356,1.14,0.029,34.7,9
Sweden,21/10/2021,1165194,561.429,114682.654,55.258,1.16,0.029,34.1,8.571
Sweden,22/10/2021,1165996,580.429,114761.59,57.128,1.18,0.031,32.4,5.286
Sweden,23/10/2021,1165996,580.429,114761.59,57.128,1.2,0.031,31.8,5.286
Sweden,24/10/2021,1165996,580.429,114761.59,57.128,1.21,0.032,31.2,5.286
Sweden,25/10/2021,1165996,580.429,114761.59,57.128,1.23,0.032,31.2,5.286
Sweden,26/10/2021,1168271,668,114985.504,65.747,1.25,0.037,27.1,5.571
Sweden,27/10/2021,1169530,732.571,115109.419,72.102,1.25,0.041,24.6,4.429
Sweden,28/10/2021,1170422,746.857,115197.213,73.508,1.25,0.041,24.1,4.571
Sweden,29/10/2021,1171512,788,115304.495,77.558,1.24,0.044,22.9,4.571
Sweden,30/10/2021,1171512,788,115304.495,77.558,1.24,0.044,22.8,4.571
Sweden,31/10/2021,1171512,788,115304.495,77.558,1.23,0.044,22.8,4.571
Sweden,1/11/2021,1171512,788,115304.495,77.558,1.23,0.046,21.9,4.571
Sweden,2/11/2021,1174273,857.429,115576.242,84.391,1.22,0.052,19.2,5.429
Sweden,3/11/2021,1175425,842.143,115689.627,82.887,1.2,0.053,18.7,3.857
Sweden,4/11/2021,1176269,835.286,115772.696,82.212,1.19,0.056,18,4.571
Switzerland,6/10/2021,846327,1015.429,97106.027,116.508,0.85,0.034,29.4,6.571
Switzerland,7/10/2021,847452,1012.714,97235.108,116.197,0.87,0.034,29.4,4.429
Switzerland,8/10/2021,848418,977.857,97345.945,112.198,0.89,0.034,29.4,3.857
Switzerland,9/10/2021,848418,977.857,97345.945,112.198,0.91,0.033,30.3,3.857
Switzerland,10/10/2021,848418,977.857,97345.945,112.198,0.92,0.033,30.3,3.857
Switzerland,11/10/2021,850684,925,97605.942,106.133,0.93,0.033,30.3,4.286
Switzerland,12/10/2021,851610,910.857,97712.189,104.51,0.94,0.034,29.4,4.714
Switzerland,13/10/2021,852658,904.429,97832.435,103.772,0.96,0.034,29.4,3
Switzerland,14/10/2021,853637,883.571,97944.764,101.379,0.99,0.036,27.8,4.857
Switzerland,15/10/2021,854591,881.857,98054.224,101.183,1.02,0.039,25.6,5.429
Switzerland,16/10/2021,854591,881.857,98054.224,101.183,1.06,0.041,24.4,5.286
Switzerland,17/10/2021,854591,881.857,98054.224,101.183,1.09,0.044,22.7,5.143
Switzerland,18/10/2021,856957,896.143,98325.694,102.822,1.12,0.046,21.7,4.143
Switzerland,19/10/2021,858198,941.143,98468.085,107.985,1.15,0.049,20.4,4
Switzerland,20/10/2021,859646,998.286,98634.225,114.541,1.17,0.052,19.2,3.857
Switzerland,21/10/2021,861123,1069.429,98803.694,122.704,1.2,0.054,18.5,3.714
Switzerland,22/10/2021,862411,1117.143,98951.477,128.179,1.22,0.057,17.5,3.429
Switzerland,23/10/2021,862411,1117.143,98951.477,128.179,1.25,0.06,16.7,3.429
Switzerland,24/10/2021,862411,1117.143,98951.477,128.179,1.27,0.061,16.4,3.714
Switzerland,25/10/2021,865708,1250.143,99329.768,143.439,1.3,0.063,15.9,4.429
Switzerland,26/10/2021,865708,1072.857,99329.768,123.098,1.32,0.064,15.6,5.143
Switzerland,27/10/2021,869044,1342.571,99712.535,154.044,1.37,0.067,14.9,4.857
Switzerland,28/10/2021,870837,1387.714,99918.261,159.224,1.38,0.07,14.3,5.857
Switzerland,29/10/2021,872558,1449.571,100115.725,166.321,1.38,0.071,14.1,7.286
Switzerland,30/10/2021,872558,1449.571,100115.725,166.321,1.39,0.073,13.7,7.429
Switzerland,31/10/2021,872558,1449.571,100115.725,166.321,1.41,0.074,13.5,7.429
Switzerland,1/11/2021,877098,1627.143,100636.636,186.695,1.43,0.077,13,7
Switzerland,2/11/2021,879051,1906.143,100860.72,218.707,1.44,0.081,12.3,7.857
Switzerland,3/11/2021,881660,1802.286,101160.072,206.791,1.44,0.086,11.6,7.714
Switzerland,4/11/2021,884597,1965.714,101497.058,225.542,1.45,0.089,11.2,6.571
Taiwan,6/10/2021,16267,7.286,681.911,0.305,0.94,0,2876.6,0.286
Taiwan,7/10/2021,16271,6.857,682.079,0.287,0.94,0,3052.1,0.286
Taiwan,8/10/2021,16283,7,682.582,0.293,0.94,0,2943,0.286
Taiwan,9/10/2021,16287,6.143,682.75,0.258,0.94,0,3322,0.429
Taiwan,10/10/2021,16294,6.286,683.043,0.263,0.94,0,3222.7,0.429
Taiwan,11/10/2021,16305,7.143,683.504,0.299,0.93,0,2682.6,0.286
Taiwan,12/10/2021,16309,6.714,683.672,0.281,0.93,0,2912.1,0.286
Taiwan,13/10/2021,16313,6.571,683.84,0.275,0.92,0,2959.5,0.286
Taiwan,14/10/2021,16321,7.143,684.175,0.299,0.92,0,2703.6,0.286
Taiwan,15/10/2021,16325,6,684.343,0.252,0.91,0,3261.7,0.143
Taiwan,16/10/2021,16336,7,684.804,0.293,0.91,0,2787.9,0
Taiwan,17/10/2021,16337,6.143,684.846,0.258,0.91,0,3156.8,0
Taiwan,18/10/2021,16337,4.571,684.846,0.192,0.9,0,4352.7,0
Taiwan,19/10/2021,16343,4.857,685.097,0.204,0.92,0,3892.1,0
Taiwan,20/10/2021,16347,4.857,685.265,0.204,0.92,0,3833.8,0
Taiwan,21/10/2021,16349,4,685.349,0.168,0.93,0,4587.5,0
Taiwan,22/10/2021,16357,4.571,685.684,0.192,0.95,0,3870.3,0
Taiwan,23/10/2021,16364,4,685.978,0.168,0.95,0,4344.8,0
Taiwan,24/10/2021,16368,4.429,686.145,0.186,0.96,0,3894.3,0
Taiwan,25/10/2021,16376,5.571,686.481,0.234,0.96,0,3065.5,0.143
Taiwan,26/10/2021,16380,5.286,686.648,0.222,0.96,0,3213.8,0.143
Taiwan,27/10/2021,16388,5.857,686.984,0.246,0.96,0,2863.6,0.143
Taiwan,28/10/2021,16394,6.429,687.235,0.269,0.96,0,2607.7,0.143
Taiwan,29/10/2021,16399,6,687.445,0.252,0.95,0,2806.7,0.143
Taiwan,30/10/2021,16406,6,687.738,0.252,0.95,0,2822.3,0.143
Taiwan,31/10/2021,16412,6.286,687.99,0.263,0.94,0,2714.4,0.143
Taiwan,1/11/2021,16417,5.857,688.199,0.246,0.94,0,2939.4,0
Taiwan,2/11/2021,16421,5.857,688.367,0.246,0.93,0,2959.5,0
Taiwan,3/11/2021,16428,5.714,688.66,0.24,0.93,0,3048.8,0
Taiwan,4/11/2021,16430,5.143,688.744,0.216,0.92,0,3386.5,0
