location,date,total_cases,new_cases_smoothed,total_cases_per_million,new_cases_smoothed_per_million,reproduction_rate,positive_rate,tests_per_case,new_deaths_smoothed
Chile,25/10/2021,1683451,1626.571,87623.323,84.663,1.24,0.028,36.3,9.286
Chile,26/10/2021,1684608,1658.571,87683.545,86.328,1.24,0.028,35.7,9.714
Chile,27/10/2021,1686318,1727.429,87772.55,89.912,1.23,0.029,34.8,9.857
Chile,28/10/2021,1688454,1776.429,87883.728,92.463,1.21,0.029,34.3,11.286
Chile,29/10/2021,1690735,1816,88002.454,94.522,1.18,0.03,33.6,11.143
Chile,30/10/2021,1692877,1837.143,88113.945,95.623,1.16,0.03,33.4,11.571
Chile,31/10/2021,1695048,1888.571,88226.945,98.3,1.15,0.031,32.4,12.571
Chile,1/11/2021,1696786,1905,88317.407,99.155,1.15,0.031,32.1,13.143
Chile,2/11/2021,1698127,1931.286,88387.206,100.523,1.14,0.031,31.9,13
Chile,3/11/2021,1699427,1872.714,88454.871,97.474,1.14,0.032,31.5,13.286
Chile,4/11/2021,1701316,1837.429,88553.193,95.638,1.15,0.032,31,10.857
Colombia,6/10/2021,4965847,1428.429,96864.635,27.863,0.97,0.041,24.4,32.286
Colombia,7/10/2021,4967524,1463.857,96897.347,28.554,0.97,0.039,25.6,31.143
Colombia,8/10/2021,4969131,1426.714,96928.694,27.83,0.97,0.038,26.3,30.857
Colombia,9/10/2021,4970718,1439.571,96959.65,28.081,0.97,0.038,26.3,30.429
Colombia,10/10/2021,4972236,1454.571,96989.26,28.373,0.96,0.037,27,31.714
Colombia,11/10/2021,4973325,1440.286,97010.503,28.094,0.95,0.037,27,32.857
Colombia,12/10/2021,4974400,1420.857,97031.472,27.715,0.95,0.037,27,33.857
Colombia,13/10/2021,4975656,1401.286,97055.971,27.334,0.95,0.037,27,34.143
Colombia,14/10/2021,4977043,1359.857,97083.026,26.526,0.96,0.037,27,34.571
Colombia,15/10/2021,4978689,1365.429,97115.134,26.634,0.97,0.037,27,34.857
Colombia,16/10/2021,4980233,1359.286,97145.251,26.514,0.97,0.038,26.3,35
Colombia,17/10/2021,4981532,1328,97170.59,25.904,0.97,0.038,26.3,34.571
Colombia,18/10/2021,4982575,1321.429,97190.935,25.776,0.97,0.037,27,33
Colombia,19/10/2021,4983527,1303.857,97209.504,25.433,0.98,0.039,25.6,31.143
Colombia,20/10/2021,4984751,1299.286,97233.38,25.344,1,0.04,25,29.286
Colombia,21/10/2021,4986249,1315.143,97262.6,25.653,1.03,0.043,23.3,28.571
Colombia,22/10/2021,4988021,1333.143,97297.165,26.005,1.06,0.044,22.7,28.286
Colombia,23/10/2021,4989681,1349.714,97329.545,26.328,1.07,0.045,22.2,28.857
Colombia,24/10/2021,4991050,1359.714,97356.249,26.523,1.08,0.045,22.2,28.857
Colombia,25/10/2021,4992586,1430.143,97386.211,27.897,1.09,0.045,22.2,30.429
Colombia,26/10/2021,4994014,1498.143,97414.066,29.223,1.1,0.048,20.8,31.857
Colombia,27/10/2021,4995694,1563.286,97446.836,30.494,1.09,0.046,21.7,32.571
Colombia,28/10/2021,4997444,1599.286,97480.972,31.196,1.09,0.045,22.2,33.714
Colombia,29/10/2021,4999048,1575.286,97512.26,30.728,1.08,0.046,21.7,33
Colombia,30/10/2021,5000677,1570.857,97544.035,30.641,1.09,0.045,22.2,32.286
Colombia,31/10/2021,5002387,1619.571,97577.391,31.592,1.1,0.046,21.7,30.571
Colombia,1/11/2021,5003977,1627.286,97608.406,31.742,1.1,0.047,21.3,30.286
Colombia,2/11/2021,5005402,1626.857,97636.202,31.734,1.11,0.045,22.2,30.714
Colombia,3/11/2021,5007099,1629.286,97669.304,31.781,1.12,0.048,20.8,31.571
Colombia,4/11/2021,5009007,1651.857,97706.522,32.221,1.13,0.048,20.8,31.714
Costa Rica,6/10/2021,541036,1560.429,105279.319,303.641,0.85,0.211,4.7,29.143
Costa Rica,7/10/2021,542653,1495.429,105593.968,290.993,0.84,0.201,5,28.286
Costa Rica,8/10/2021,544021,1449.714,105860.165,282.098,0.83,0.198,5.1,28.429
Costa Rica,9/10/2021,544021,1449.714,105860.165,282.098,0.82,0.188,5.3,28.429
Costa Rica,10/10/2021,544021,1449.714,105860.165,282.098,0.81,0.186,5.4,28.429
Costa Rica,11/10/2021,546595,1239.857,106361.036,241.262,0.8,0.181,5.5,29.143
Costa Rica,12/10/2021,547914,1213.143,106617.698,236.064,0.79,0.179,5.6,28
Costa Rica,13/10/2021,549084,1149.714,106845.366,223.721,0.79,0.185,5.4,27.286
Costa Rica,14/10/2021,550134,1068.714,107049.684,207.959,0.78,0.178,5.6,26.714
Costa Rica,15/10/2021,551144,1017.571,107246.218,198.008,0.77,0.165,6.1,26.429
Costa Rica,16/10/2021,551144,1017.571,107246.218,198.008,0.77,0.16,6.2,26.429
Costa Rica,17/10/2021,551144,1017.571,107246.218,198.008,0.76,0.153,6.5,26.429
Costa Rica,18/10/2021,552953,908.286,107598.229,176.742,0.75,0.15,6.7,22.714
Costa Rica,19/10/2021,553661,821,107735.997,159.757,0.75,0.14,7.1,23.143
Costa Rica,20/10/2021,554604,788.571,107919.494,153.447,0.75,0.137,7.3,21.571
Costa Rica,21/10/2021,554604,638.571,107919.494,124.259,0.74,0.145,6.9,17.714
Costa Rica,22/10/2021,555970,689.429,108185.302,134.155,0.74,0.17,5.9,21.286
Costa Rica,23/10/2021,555970,689.429,108185.302,134.155,0.74,0.192,5.2,21.286
Costa Rica,24/10/2021,555970,689.429,108185.302,134.155,0.74,0.211,4.7,21.286
Costa Rica,25/10/2021,557165,601.714,108417.835,117.087,0.74,0.214,4.7,18
Costa Rica,26/10/2021,557922,608.714,108565.138,118.449,0.73,0.237,4.2,16.714
Costa Rica,27/10/2021,558654,578.571,108707.577,112.583,0.73,0.249,4,16.143
Costa Rica,28/10/2021,559250,663.714,108823.552,129.151,0.72,0.248,4,18
Costa Rica,29/10/2021,559698,532.571,108910.727,103.632,0.72,0.234,4.3,11.857
Costa Rica,30/10/2021,559698,532.571,108910.727,103.632,0.71,0.218,4.6,11.857
Costa Rica,31/10/2021,559698,532.571,108910.727,103.632,0.71,0.215,4.7,11.857
Costa Rica,1/11/2021,560563,485.429,109079.046,94.459,0.71,0.214,4.7,13.571
Costa Rica,2/11/2021,561054,447.429,109174.589,87.064,0.7,0.217,4.6,13.714
Costa Rica,3/11/2021,561432,396.857,109248.144,77.224,0.7,0.147,6.8,14.714
Costa Rica,4/11/2021,561829,368.429,109325.395,71.692,0.7,0.112,8.9,14.714
Cote d'Ivoire,6/10/2021,60573,62.143,2238.997,2.297,0.74,0.02,49.1,4.571
Cote d'Ivoire,7/10/2021,60641,55.429,2241.511,2.049,0.74,0.02,50.1,4.286
Cote d'Ivoire,8/10/2021,60691,50.857,2243.359,1.88,0.73,0.018,55,3.714
Cote d'Ivoire,9/10/2021,60785,58.429,2246.834,2.16,0.73,0.021,47.9,3.286
Cote d'Ivoire,10/10/2021,60819,56.429,2248.09,2.086,0.72,0.021,48.3,3.714
Cote d'Ivoire,11/10/2021,60829,57.857,2248.46,2.139,0.72,0.022,44.7,4.143
Cote d'Ivoire,12/10/2021,60878,56.714,2250.271,2.096,0.72,0.022,45.8,2.857
Cote d'Ivoire,13/10/2021,60878,43.571,2250.271,1.611,0.71,0.018,57.1,2.714
Cote d'Ivoire,14/10/2021,60942,43,2252.637,1.589,0.71,0.017,57.5,2.714
Cote d'Ivoire,15/10/2021,60982,41.571,2254.115,1.537,0.71,0.018,57.1,2.429
Cote d'Ivoire,16/10/2021,60982,28.143,2254.115,1.04,0.71,0.012,81.3,2.143
Cote d'Ivoire,17/10/2021,61038,31.286,2256.185,1.156,0.71,0.014,73.5,2.286
Cote d'Ivoire,18/10/2021,61072,34.714,2257.442,1.283,0.71,0.014,70.7,2.286
Cote d'Ivoire,19/10/2021,61089,30.143,2258.07,1.114,0.71,0.013,77.4,1.857
Cote d'Ivoire,20/10/2021,61113,33.571,2258.958,1.241,0.71,0.014,69.9,2.429
Cote d'Ivoire,21/10/2021,61139,28.143,2259.919,1.04,0.71,0.012,82.9,2.286
Cote d'Ivoire,22/10/2021,61152,24.286,2260.399,0.898,0.71,0.011,91.3,2.143
Cote d'Ivoire,23/10/2021,61178,28,2261.36,1.035,0.71,0.012,81.1,2.286
Cote d'Ivoire,24/10/2021,61178,20,2261.36,0.739,0.72,0.009,116.2,1.143
Cote d'Ivoire,25/10/2021,61208,19.429,2262.469,0.718,0.72,0.009,111.5,0.714
Cote d'Ivoire,26/10/2021,61221,18.857,2262.95,0.697,0.72,0.008,120,0.857
Cote d'Ivoire,27/10/2021,61252,19.857,2264.096,0.734,0.73,0.009,113.6,0.286
Cote d'Ivoire,28/10/2021,61267,18.286,2264.65,0.676,0.73,0.009,111.3,0.286
Cote d'Ivoire,29/10/2021,61271,17,2264.798,0.628,0.73,0.008,129.6,0.429
Cote d'Ivoire,30/10/2021,61292,16.286,2265.574,0.602,0.74,0.007,135.8,0.714
Cote d'Ivoire,31/10/2021,61297,17,2265.759,0.628,0.75,0.009,114.8,0.714
Cote d'Ivoire,1/11/2021,61311,14.714,2266.276,0.544,0.76,0.007,142.7,0.857
Cote d'Ivoire,2/11/2021,61319,14,2266.572,0.517,0.77,0.007,143.6,0.714
Cote d'Ivoire,3/11/2021,61330,11.143,2266.979,0.412,0.77,0.006,177,0.714
Cote d'Ivoire,4/11/2021,61370,14.714,2268.457,0.544,0.78,0.007,144.6,0.714
Croatia,6/10/2021,411917,1262.429,100919.063,309.293,1.08,0.145,6.9,13.429
Croatia,7/10/2021,413665,1267.857,101347.32,310.623,1.08,0.143,7,12.857
Croatia,8/10/2021,415356,1292.714,101761.613,316.713,1.08,0.146,6.8,14.571
Croatia,9/10/2021,416950,1313.571,102152.141,321.823,1.07,0.15,6.7,14.143
Croatia,10/10/2021,417858,1308.429,102374.599,320.563,1.08,0.143,7,13.429
Croatia,11/10/2021,418028,1301.429,102416.249,318.848,1.09,0.149,6.7,13.286
Croatia,12/10/2021,419035,1291.857,102662.963,316.503,1.09,0.148,6.8,14
Croatia,13/10/2021,421057,1305.714,103158.35,319.898,1.11,0.151,6.6,15.286
Croatia,14/10/2021,422908,1320.429,103611.842,323.503,1.14,0.155,6.4,16.714
Croatia,15/10/2021,424666,1330,104042.549,325.848,1.17,0.158,6.3,15.714
Croatia,16/10/2021,426613,1380.429,104519.562,338.203,1.22,0.171,5.8,16.286
